#Rows starting from # are ignored
#Tab-separated values
#Position	Probability
128	0.0006652364507626701
129	0.0004996435702541402
130	0.0003719568800778663
131	0.00027447199802171305
132	0.00020077118373799377
133	0.0001455884607223379
134	0.00010466434116615887
135	7.460026292168216e-05
136	5.27199570484556e-05
137	3.694245165437665e-05
138	2.5669352478053043e-05
139	1.768743552043042e-05
140	1.208641427230207e-05
141	8.190950570664655e-06
142	5.505498075275131e-06
143	3.6703320501834363e-06
144	2.4270637091104056e-06
145	1.592005007662184e-06
146	1.0358936693694069e-06
147	6.68672104036798e-07
148	4.282111897477608e-07
149	2.720625903543542e-07
150	1.7150019584530554e-07
151	1.0726649482605108e-07
152	6.657109218370896e-08
153	4.0996576740603195e-08
154	2.5053463563700113e-08
155	1.5193713387017713e-08
156	9.144364538486247e-09
157	5.462026659925853e-09
158	3.2380369017716583e-09
159	1.9052600078928198e-09
160	1.1127247684978597e-09
161	6.450578368103833e-10
162	3.71195833390466e-10
163	2.1203961034858923e-10
164	1.2024197416110935e-10
165	6.769177804625529e-11
166	3.7833088800962037e-11
167	2.0993210951414447e-11
168	1.1565704181566282e-11
169	6.3265390394931725e-12
170	3.4361790469392357e-12
171	1.8531699863319336e-12
172	9.924275960379314e-13
173	5.277649643675413e-13
174	2.787111274147814e-13
175	1.461685023775932e-13
176	7.61294283216913e-14
177	3.9378938441322093e-14
178	2.0230253643721007e-14
179	1.0322326812614897e-14
180	5.231253279732529e-15
181	2.6332889437568716e-15
182	1.3166444718777597e-15
183	6.539254268340049e-16
184	3.226190058716144e-16
185	1.5811237765245685e-16
186	7.697824837912576e-17
187	3.7231309673603434e-17
188	1.78895122722378e-17
189	8.539849479745204e-18
190	4.0501859228522016e-18
191	1.90846457097885e-18
192	8.934883321301145e-19
193	4.156238182849074e-19
194	1.921010431591238e-19
195	8.82241827843339e-20
196	4.026103579436321e-20
197	1.8257119446527445e-20
198	8.226973577757849e-21
199	3.683993751734483e-21
200	1.6393772195233088e-21
201	7.249871617576484e-22
202	3.186274709810156e-22
203	1.3917061950899852e-22
204	6.041338984128143e-23
205	2.6064530251337149e-23
206	1.117653805274984e-23
207	4.763376926399361e-24
208	2.0178193924353283e-24
209	8.496081652348504e-25
210	3.5557675063532345e-25
211	1.4792292417167872e-25
212	6.116938531002332e-26
213	2.514422306951961e-26
214	1.0274404753747603e-26
215	4.17347914028295e-27
216	1.6852783565444382e-27
217	6.765275123042534e-28
218	2.6999033747940506e-28
219	1.071194540378944e-28
220	4.225267353716004e-29
221	1.6569675896930318e-29
222	6.460349110971425e-30
223	2.5043107166584366e-30
224	9.652030887129095e-31
225	3.6987535646399557e-31
226	1.4093087574236848e-31
227	5.339231415788902e-32
228	2.011318657115947e-32
229	7.533905886916454e-33
230	2.806106975274185e-33
231	1.0392988797317088e-33
232	3.8276860082019677e-34
233	1.4018420859807264e-34
234	5.105474263760811e-35
235	1.8490748397330878e-35
236	6.659803448196381e-36
237	2.3854148309521337e-36
238	8.497065901106979e-37
239	3.0101181853282673e-37
240	1.0605092310334882e-37
241	3.7159382922351824e-38
242	1.2949481927486774e-38
243	4.48820635621591e-39
244	1.5471640308088358e-39
245	5.304562391336308e-40
246	1.8089180693140173e-40
247	6.135511580134114e-41
248	2.0699104927568998e-41
249	6.945884384447084e-42
250	2.3183818545437843e-42
251	7.697150911499952e-43
252	2.5419603318846294e-43
253	8.350401090241108e-44
254	2.7286743720076067e-44
255	8.869677915120496e-45
256	2.868016513352466e-45
257	9.22526712466147e-46
258	2.9519265605600845e-46
259	9.396522985571715e-47
260	2.9755656120973423e-47
261	9.373855057273347e-48
262	2.937777305902067e-48
263	9.159609851097565e-49
264	2.8411752778876035e-49
265	8.76773586802959e-50
266	2.6918487314114934e-50
267	8.222292837530066e-51
268	2.49873161272994e-51
269	7.555024950510119e-52
270	2.2727256126838404e-52
271	6.80233578212313e-53
272	2.0256955821746065e-53
273	6.002060984225311e-54
274	1.7694640452289502e-54
275	5.190427866003116e-55
276	1.5149195663655182e-55
277	4.399525736257471e-56
278	1.271325782298959e-56
279	3.6555046388724675e-57
280	1.0458804938979877e-57
281	2.9775957121654015e-58
282	8.435347978911423e-59
283	2.3779269135707606e-59
284	6.670475731730077e-60
285	1.8620119391491136e-60
286	5.172255386520567e-61
287	1.4297291312339556e-61
288	3.932858296949735e-62
289	1.076584047454825e-62
290	2.9327634396200854e-63
291	7.950599626300699e-64
292	2.1449677073995453e-64
293	5.75895766719767e-65
294	1.5387691121336174e-65
295	4.091792817955087e-66
296	1.0828505768230102e-66
297	2.8519521364904353e-67
298	7.475474839497478e-68
299	1.9501238711714665e-68
300	5.063099384041409e-69
301	1.3082944144824626e-69
302	3.364598218257925e-70
303	8.611989572215693e-71
304	2.193916934150319e-71
305	5.562718346700386e-72
306	1.4038087331004964e-72
307	3.5260342409376726e-73
308	8.815085602338137e-74
309	2.193469700403852e-74
310	5.432571910320102e-75
311	1.33921922762434e-75
312	3.286047178893186e-76
313	8.025560735100827e-77
314	1.9510121107615165e-77
315	4.720967576662251e-78
316	1.1370825562625634e-78
317	2.7261285260567e-79
318	6.505750465742115e-80
319	1.5454273137019523e-80
320	3.6542916688580275e-81
321	8.601309570181258e-82
322	2.0152826770701997e-82
323	4.700246491410284e-83
324	1.091243784186054e-83
325	2.5219856345621656e-84
326	5.802114189938338e-85
327	1.3287886388121454e-85
328	3.0293860227648877e-86
329	6.875202321167808e-87
330	1.5532864503376555e-87
331	3.493460630168274e-88
332	7.82170402135365e-89
333	1.743376138227716e-89
334	3.868369541577879e-90
335	8.545055106761015e-91
336	1.879120914681396e-91
337	4.113868405370909e-92
338	8.966123447605398e-93
339	1.945451891940761e-93
340	4.2024303940304566e-94
341	9.037484718343582e-95
342	1.9349260654278945e-95
343	4.124332202954376e-96
344	8.752216593475499e-97
345	1.8490995443860005e-97
346	3.889403344808637e-98
347	8.144956091911472e-99
348	1.6981661328298833e-99
349	3.525005789886757e-100
350	7.285011965771848e-101
351	1.4989736555074042e-101
352	3.07081408593732e-102
353	6.263416832509281e-103
354	1.2719493693122446e-103
355	2.5717661739491234e-104
356	5.177244638567253e-105
357	1.0377048077302711e-105
358	2.0709006560232371e-106
359	4.114881526359622e-107
360	8.140861291343083e-108
361	1.603616874871162e-108
362	3.145215417566505e-109
363	6.142171522523418e-110
364	1.1943111293784792e-110
365	2.3122736020873282e-111
366	4.45747946971754e-112
367	8.555985418705736e-113
368	1.635247213178117e-113
369	3.111942904931502e-114
370	5.896804723765373e-115
371	1.1126046648599469e-115
372	2.090287736550296e-116
373	3.910338690958887e-117
374	7.283964228251208e-118
375	1.3510404761146556e-118
376	2.4952727469618223e-119
377	4.5890073507316243e-120
378	8.403737741056673e-121
379	1.5324318015060417e-121
380	2.782573534313059e-122
381	5.0311915756020164e-123
382	9.058486286497507e-124
383	1.6240628155072876e-124
384	2.8994408482868427e-125
385	5.154561508067661e-126
386	9.125087298391487e-127
387	1.6086142983672736e-127
388	2.823827505438522e-128
389	4.9362537370102894e-129
390	8.592737986653338e-130
391	1.4895055901840025e-130
392	2.5711703640083983e-131
393	4.419766981387849e-132
394	7.565703772423463e-133
395	1.2896811493927722e-133
396	2.1892735560665225e-134
397	3.700871054757004e-135
398	6.230109564537978e-136
399	1.044423825634366e-136
400	1.74360755335201e-137
401	2.8987656747309057e-138
402	4.799227858389866e-139
403	7.912705429597041e-140
404	1.29919833373818e-140
405	2.1243407596910145e-141
406	3.459175566546108e-142
407	5.609473891699411e-143
408	9.058872597428804e-144
409	1.4569009990982248e-144
410	2.3334105432712466e-145
411	3.7218497446079143e-146
412	5.911999729163011e-147
413	9.352315955728874e-148
414	1.4733788153565013e-148
415	2.3116465483240192e-149
416	3.611947731755794e-150
417	5.6205101927696575e-151
418	8.710147374757056e-152
419	1.3442868661108164e-152
420	2.0662187016176197e-153
421	3.162857869983033e-154
422	4.821734351556489e-155
423	7.320626359861127e-156
424	1.1069186083958361e-156
425	1.66688919852602e-157
426	2.4998990327411305e-158
427	3.7339111235830794e-159
428	5.554338197848756e-160
429	8.228649182002456e-161
430	1.2140978508850981e-161
431	1.784057166805425e-162
432	2.6109272837281524e-163
433	3.805508589062145e-164
434	5.524125371221625e-165
435	7.986347279972974e-166
436	1.1499200339412903e-166
437	1.6490081341019433e-167
438	2.3551283092334886e-168
439	3.3499926848627284e-169
440	4.74582297022279e-170
441	6.696046518832647e-171
442	9.409477134309383e-172
443	1.3169019917096314e-172
444	1.8356216450997265e-173
445	2.5483286758417745e-174
446	3.5234738791550616e-175
447	4.85211168047278e-176
448	6.654805950640143e-177
449	9.090455047649506e-178
450	1.236750797840496e-178
451	1.6758140892146993e-179
452	2.2616075097787354e-180
453	3.039884511551273e-181
454	4.069546813067906e-182
455	5.426062417423651e-183
456	7.205662810668263e-184
457	9.530465764656072e-185
458	1.2554689253282545e-185
459	1.6472141310298249e-186
460	2.1525189490036491e-187
461	2.8015431006516658e-188
462	3.631629945289971e-189
463	4.688785482522109e-190
464	6.029400871919257e-191
465	7.722243410634291e-192
466	9.850739686907143e-193
467	1.251557219321447e-193
468	1.5837606787718216e-194
469	1.996116278384295e-195
470	2.505762987756973e-196
471	3.132942636266904e-197
472	3.901428094594167e-198
473	4.838980582442187e-199
474	5.977831146149453e-200
475	7.355179375143556e-201
476	9.013700214641593e-202
477	1.1002047315336158e-202
478	1.3375338786418774e-203
479	1.619560855139924e-204
480	1.9532203831662998e-205
481	2.3462106704718246e-206
482	2.8070155324455244e-207
483	3.344913838982068e-208
484	3.9699734957627154e-209
485	4.6930270877728944e-210
486	5.525626315054589e-211
487	6.479972452514689e-212
488	7.568820282652812e-213
489	8.805353294058694e-214
490	1.0203028420103813e-214
491	1.1775389215332333e-215
492	1.3535847133249612e-216
493	1.5497431471024487e-217
494	1.7672509572260327e-218
495	2.0072480013699334e-219
496	2.2707443188830543e-220
497	2.5585899030285366e-221
498	2.871852864472291e-222
499	3.249267696678828e-223
500	7.146803924060549e-224
501	3.249267696678107e-223
502	2.871852864471801e-222
503	2.5585899030281007e-221
504	2.270744318882667e-220
505	2.007248001369591e-219
506	1.7672509572255305e-218
507	1.5497431471020083e-217
508	1.3535847133245765e-216
509	1.1775389215329656e-215
510	1.0203028420101494e-214
511	8.805353294056693e-214
512	7.568820282651091e-213
513	6.479972452513215e-212
514	5.525626315053333e-211
515	4.693027087771827e-210
516	3.969973495761813e-209
517	3.344913838981308e-208
518	2.8070155324448864e-207
519	2.3462106704712912e-206
520	1.9532203831658556e-205
521	1.6195608551395558e-204
522	1.3375338786416494e-203
523	1.1002047315334282e-202
524	9.013700214642104e-202
525	7.355179375142303e-201
526	5.977831146148433e-200
527	4.838980582441361e-199
528	3.901428094593502e-198
529	3.13294263626637e-197
530	2.5057629877565455e-196
531	1.9961162783837278e-195
532	1.5837606787714615e-194
533	1.2515572193211626e-193
534	9.850739686904904e-193
535	7.722243410634291e-192
536	6.029400871917885e-191
537	4.688785482521043e-190
538	3.631629945289145e-189
539	2.8015431006510288e-188
540	2.1525189490031598e-187
541	1.6472141310294503e-186
542	1.255468925327969e-185
543	9.530465764653905e-185
544	7.205662810666624e-184
545	5.426062417422725e-183
546	4.0695468130672115e-182
547	3.039884511550755e-181
548	2.2616075097788643e-180
549	1.6758140892144136e-179
550	1.236750797840285e-178
551	9.090455047647955e-178
552	6.654805950639008e-177
553	4.8521116804714014e-176
554	3.52347387915406e-175
555	2.54832867584105e-174
556	1.8356216450993092e-173
557	1.316901991709332e-172
558	9.409477134307243e-172
559	6.696046518831123e-171
560	4.7458229702217105e-170
561	3.3499926848619665e-169
562	2.3551283092329534e-168
563	1.6490081341015685e-167
564	1.1499200339411595e-166
565	7.986347279972065e-166
566	5.524125371220998e-165
567	3.8055085890617125e-164
568	2.610927283727559e-163
569	1.7840571668051208e-162
570	1.2140978508848912e-161
571	8.228649182001052e-161
572	5.554338197847809e-160
573	3.733911123582443e-159
574	2.4998990327407043e-158
575	1.666889198525736e-157
576	1.1069186083957732e-156
577	7.320626359860711e-156
578	4.821734351555667e-155
579	3.162857869982674e-154
580	2.06621870161715e-153
581	1.3442868661105107e-152
582	8.710147374755076e-152
583	5.6205101927683795e-151
584	3.611947731754973e-150
585	2.3116465483234935e-149
586	1.4733788153561663e-148
587	9.35231595572781e-148
588	5.911999729162338e-147
589	3.721849744607491e-146
590	2.3334105432709813e-145
591	1.456900999098059e-144
592	9.058872597427259e-144
593	5.609473891698454e-143
594	3.459175566545518e-142
595	2.124340759690652e-141
596	1.2991983337379583e-140
597	7.912705429595691e-140
598	4.7992278583890476e-139
599	2.898765674730741e-138
600	1.7436075533517129e-137
601	1.0444238256341878e-136
602	6.23010956453727e-136
603	3.700871054756584e-135
604	2.1892735560660247e-134
605	1.2896811493924791e-133
606	7.565703772421742e-133
607	4.419766981386844e-132
608	2.5711703640078137e-131
609	1.489505590183664e-130
610	8.592737986651384e-130
611	4.936253737009728e-129
612	2.8238275054382013e-128
613	1.6086142983670908e-127
614	9.12508729839045e-127
615	5.154561508067075e-126
616	2.899440848286678e-125
617	1.6240628155070107e-124
618	9.058486286495962e-124
619	5.0311915756011585e-123
620	2.7825735343125844e-122
621	1.5324318015057803e-121
622	8.403737741056195e-121
623	4.5890073507313636e-120
624	2.495272746961681e-119
625	1.3510404761146556e-118
626	7.283964228250379e-118
627	3.910338690958443e-117
628	2.0902877365500586e-116
629	1.112604664859694e-115
630	5.896804723764032e-115
631	3.1119429049307945e-114
632	1.6352472131777452e-113
633	8.55598541870379e-113
634	4.457479469717033e-112
635	2.3122736020870653e-111
636	1.1943111293783434e-110
637	6.142171522522894e-110
638	3.145215417566237e-109
639	1.6036168748710253e-108
640	8.14086129134262e-108
641	4.11488152635892e-107
642	2.070900656022884e-106
643	1.0377048077300941e-105
644	5.17724463856637e-105
645	2.5717661739486847e-104
646	1.2719493693120278e-103
647	6.263416832508213e-103
648	3.0708140859367962e-102
649	1.498973655507191e-101
650	7.285011965770813e-101
651	3.5250057898863566e-100
652	1.6981661328296902e-99
653	8.14495609190962e-99
654	3.889403344807753e-98
655	1.84909954438558e-97
656	8.752216593473508e-97
657	4.124332202953907e-96
658	1.9349260654276746e-95
659	9.037484718342555e-95
660	4.202430394030098e-94
661	1.945451891940595e-93
662	8.966123447604634e-93
663	4.1138684053706754e-92
664	1.879120914681289e-91
665	8.545055106759557e-91
666	3.8683695415772194e-90
667	1.7433761382274185e-89
668	7.821704021352316e-89
669	3.493460630168075e-88
670	1.5532864503375671e-87
671	6.875202321167418e-87
672	3.0293860227648017e-86
673	1.3287886388119565e-85
674	5.802114189937514e-85
675	2.521985634561879e-84
676	1.0912437841859298e-83
677	4.700246491409215e-83
678	2.0152826770697415e-82
679	8.601309570179302e-82
680	3.6542916688571965e-81
681	1.5454273137017765e-80
682	6.505750465741376e-80
683	2.72612852605639e-79
684	1.1370825562624666e-78
685	4.720967576661849e-78
686	1.95101211076135e-77
687	8.02556073510037e-77
688	3.2860471788929996e-76
689	1.339219227624264e-75
690	5.432571910319177e-75
691	2.193469700403478e-74
692	8.815085602337636e-74
693	3.526034240937071e-73
694	1.403808733100257e-72
695	5.562718346699595e-72
696	2.1939169341500073e-71
697	8.611989572214469e-71
698	3.364598218257542e-70
699	1.3082944144823139e-69
700	5.063099384040833e-69
701	1.950123871171245e-68
702	7.475474839495778e-68
703	2.8519521364897866e-67
704	1.0828505768228871e-66
705	4.0917928179546217e-66
706	1.5387691121334426e-65
707	5.758957667197178e-65
708	2.144967707399362e-64
709	7.95059962630002e-64
710	2.932763439619919e-63
711	1.076584047454764e-62
712	3.932858296949511e-62
713	1.4297291312338744e-61
714	5.172255386519685e-61
715	1.8620119391490078e-60
716	6.670475731729698e-60
717	2.3779269135706257e-59
718	8.435347978910942e-59
719	2.9775957121653166e-58
720	1.045880493897839e-57
721	3.655504638871948e-57
722	1.2713257822988867e-56
723	4.399525736256909e-56
724	1.5149195663653245e-55
725	5.190427866002526e-55
726	1.769464045228548e-54
727	6.002060984224628e-54
728	2.0256955821744048e-53
729	6.802335782122453e-53
730	2.2727256126836465e-52
731	7.555024950509475e-52
732	2.498731612729727e-51
733	8.222292837529482e-51
734	2.691848731411302e-50
735	8.767735868028965e-50
736	2.841175277887442e-49
737	9.159609851097044e-49
738	2.937777305901399e-48
739	9.373855057272415e-48
740	2.9755656120970463e-47
741	9.39652298557078e-47
742	2.9519265605598325e-46
743	9.225267124660684e-46
744	2.8680165133522214e-45
745	8.869677915119866e-45
746	2.7286743720072577e-44
747	8.35040109024004e-44
748	2.5419603318843406e-43
749	7.697150911499077e-43
750	2.3183818545437843e-42
751	6.945884384446394e-42
752	2.0699104927566938e-41
753	6.135511580133504e-41
754	1.8089180693138631e-40
755	5.304562391335856e-40
756	1.547164030808704e-39
757	4.4882063562155914e-39
758	1.2949481927485855e-38
759	3.715938292234918e-38
760	1.060509231033428e-37
761	3.0101181853279253e-37
762	8.497065901106979e-37
763	2.3854148309518965e-36
764	6.659803448195718e-36
765	1.849074839732904e-35
766	5.105474263760376e-35
767	1.4018420859806069e-34
768	3.827686008201641e-34
769	1.0392988797316349e-33
770	2.8061069752738262e-33
771	7.533905886915597e-33
772	2.0113186571157183e-32
773	5.339231415788296e-32
774	1.409308757423705e-31
775	3.698753564639588e-31
776	9.652030887128135e-31
777	2.5043107166582233e-30
778	6.460349110970875e-30
779	1.6569675896928905e-29
780	4.225267353715704e-29
781	1.0711945403788679e-28
782	2.6999033747940125e-28
783	6.765275123042534e-28
784	1.6852783565443424e-27
785	4.1734791402824755e-27
786	1.0274404753746581e-26
787	2.514422306951711e-26
788	6.116938531002071e-26
789	1.4792292417167452e-25
790	3.5557675063529314e-25
791	8.49608165234778e-25
792	2.0178193924351846e-24
793	4.763376926399023e-24
794	1.1176538052749046e-23
795	2.6064530251335667e-23
796	6.041338984127457e-23
797	1.391706195089827e-22
798	3.186274709809839e-22
799	7.249871617575763e-22
800	1.6393772195232388e-21
801	3.6839937517343786e-21
802	8.226973577757146e-21
803	1.825711944652589e-20
804	4.0261035794360345e-20
805	8.822418278432763e-20
806	1.9210104315912106e-19
807	4.156238182849074e-19
808	8.934883321300636e-19
809	1.90846457097866e-18
810	4.050185922851799e-18
811	8.53984947974484e-18
812	1.7889512272237292e-17
813	3.7231309673602374e-17
814	7.697824837912357e-17
815	1.581123776524456e-16
816	3.226190058715915e-16
817	6.539254268339584e-16
818	1.3166444718776848e-15
819	2.6332889437567217e-15
820	5.2312532797322316e-15
821	1.032232681261387e-14
822	2.0230253643718994e-14
823	3.9378938441320415e-14
824	7.612942832168912e-14
825	1.4616850237758904e-13
826	2.787111274147735e-13
827	5.277649643675037e-13
828	9.924275960378609e-13
829	1.853169986331907e-12
830	3.4361790469392357e-12
831	6.3265390394931725e-12
832	1.1565704181565624e-11
833	2.099321095141236e-11
834	3.7833088800958275e-11
835	6.76917780462524e-11
836	1.2024197416110594e-10
837	2.120396103485832e-10
838	3.7119583339045545e-10
839	6.450578368103374e-10
840	1.1127247684977807e-09
841	1.9052600078926845e-09
842	3.2380369017714742e-09
843	5.462026659925543e-09
844	9.144364538485727e-09
845	1.51937133870162e-08
846	2.5053463563699045e-08
847	4.099657674060203e-08
848	6.657109218370707e-08
849	1.0726649482604803e-07
850	1.715001958453031e-07
851	2.720625903543349e-07
852	4.282111897477547e-07
853	6.68672104036798e-07
854	1.0358936693694069e-06
855	1.5920050076620935e-06
856	2.4270637091103023e-06
857	3.670332050183071e-06
858	5.505498075274896e-06
859	8.190950570664421e-06
860	1.2086414272301728e-05
861	1.768743552042992e-05
862	2.5669352478052677e-05
863	3.694245165437403e-05
864	5.2719957048451856e-05
865	7.460026292167792e-05
866	0.00010466434116615292
867	0.0001455884607223296
868	0.0002007711837379852
869	0.00027447199802168573
870	0.00037195688007785044
871	0.000499643570254126
872	0.0006652364507626511
873	0.0008778377906968624
874	0.001148018987146132
875	0.0014878326073418497
876	0.001910743930662153
877	0.002431459779498301
878	0.003065633229961029
879	0.0038294258094334665
880	0.00473891443917456
881	0.005809338926573349
882	0.0070541972679812655
883	0.008484210077684034
884	0.010106191416066368
885	0.011921880043370404
886	0.013926801179312498
887	0.016109242401324553
888	0.018449436398826232
889	0.02091904599550652
890	0.023481041516309066
891	0.026090046129235135
892	0.028693200956054824
893	0.031231569237701304
894	0.03364205948087902
895	0.035859804184104505
896	0.03782088722541078
897	0.03946527362648965
898	0.040739764645667156
899	0.041600783030807185
900	0.042016790861120215
901	0.041970157352921325
902	0.041458326165688
903	0.040494179045602416
904	0.039105551224358076
905	0.0373339185169348
906	0.035232340322269254
907	0.032862800344685396
908	0.030293132035778908
909	0.027593744032611788
910	0.024834369629364847
911	0.0220810531282074
912	0.019393556530333103
913	0.01682332614680554
914	0.014412105440869993
915	0.012191223618831352
916	0.010181535009177267
917	0.008393937259468891
918	0.006830360711137784
919	0.005485099243543693
920	0.004346344944072747
921	0.003397794093083306
922	0.002620207809310232
923	0.001992834108488911
924	0.0014946255813664195
925	0.0011052150244910855
926	0.0008056373018706677
927	0.0005788073819262767
928	0.00040978065724731413
929	0.00028583193315005984
930	0.00019639419922883044
931	0.00013289833030515137
932	8.855135527847735e-05
933	5.808513336599762e-05
934	3.750035912170672e-05
935	2.3823757559688837e-05
936	1.4889848474791727e-05
937	9.153204612036145e-06
938	5.532907265488156e-06
939	3.2879257232595967e-06
940	1.9202885341174125e-06
941	1.1019721662306441e-06
942	6.21175393066159e-07
943	3.438531868302889e-07
944	1.8686089496146472e-07
945	9.965914397953476e-08
946	5.2147226500895835e-08
947	2.6761934614010763e-08
948	1.3465656973488083e-08
949	6.640597959524437e-09
950	3.208457329919765e-09
951	1.5181974747263066e-09
952	7.03282653733327e-10
953	3.188017905695436e-10
954	1.4135551091286967e-10
955	6.12787241025814e-11
956	2.5960128934660984e-11
957	1.0742122317803737e-11
958	4.339458598105502e-12
959	1.7104435350199404e-12
960	6.574517337728918e-13
961	2.462878503208794e-13
962	8.986178322515289e-14
963	3.1913530491205474e-14
964	1.1024072254739695e-14
965	3.7013465394166404e-15
966	1.2069608280702903e-15
967	3.8193382977212883e-16
968	1.171842432254504e-16
969	3.4828753404483416e-17
970	1.0017754845190577e-17
971	2.78557549763515e-18
972	7.479786058463508e-19
973	1.937210777733554e-19
974	4.8330823304790063e-20
975	1.159939759316059e-20
976	2.6740414533427626e-21
977	5.91190331546603e-22
978	1.2512924195321652e-22
979	2.5307037698424448e-23
980	4.880642984691282e-24
981	8.955308228801123e-25
982	1.559427400329234e-25
983	2.569961738083027e-26
984	3.9959770927482404e-27
985	5.8418345315331255e-28
986	7.998454987389682e-29
987	1.0210793600918017e-29
988	1.2091729264245158e-30
989	1.3204315071181837e-31
990	1.3204315071158132e-32
991	1.1991809852732849e-33
992	9.791699577324264e-35
993	7.099721747912891e-36
994	4.499823643045434e-37
995	2.442115343964801e-38
996	1.103365366248277e-39
997	3.9840675210595197e-41
998	1.0778539385617097e-42
999	1.9420791685826712e-44
